0,5089.0
1,11641.0
2,5657.802419354839
3,5657.802419354839
4,2928.0
5,3135.0
6,5265.0
7,8978.0
8,5657.802419354839
9,5657.802419354839
10,5657.802419354839
11,14286.0
12,13014.0
13,13752.0
14,12810.0
15,5657.802419354839
16,5657.802419354839
17,5657.802419354839
18,11220.0
19,11546.0
20,9797.0
21,8256.0
22,15936.0
23,5657.802419354839
24,5657.802419354839
25,3714.0
26,3462.0
27,3092.0
28,2978.0
29,22963.0
30,5657.802419354839
31,5657.802419354839
32,15421.0
33,13125.0
34,12968.0
35,12920.0
36,5657.802419354839
37,5657.802419354839
38,5657.802419354839
39,12767.0
40,4373.0
41,3358.0
42,3683.0
43,0.0
44,5657.802419354839
45,5657.802419354839
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,5657.802419354839
52,5657.802419354839
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,5657.802419354839
59,5657.802419354839
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,5657.802419354839
66,5657.802419354839
67,0.0
68,0.0
69,0.0
70,0.0
71,8044.0
72,5657.802419354839
73,5657.802419354839
74,12690.0
75,13564.0
76,14176.0
77,12660.0
78,5657.802419354839
79,5657.802419354839
80,5657.802419354839
81,14435.0
82,15320.0
83,12446.0
84,10374.0
85,24476.0
86,5657.802419354839
87,5657.802419354839
88,4941.0
89,3243.0
90,6858.0
91,8535.0
92,5657.802419354839
93,5657.802419354839
94,5657.802419354839
95,9704.0
96,8882.0
97,8599.0
98,8607.0
99,17167.0
100,5657.802419354839
101,5657.802419354839
102,3781.0
103,2972.0
104,1994.0
105,2185.0
106,4087.0
107,5657.802419354839
108,5657.802419354839
109,1066.0
110,1312.0
111,2017.0
112,5085.0
113,15016.0
114,5657.802419354839
115,5657.802419354839
116,5270.0
117,11312.0
118,12316.0
119,13743.0
120,5657.802419354839
121,5657.802419354839
122,5657.802419354839
123,12372.0
124,11036.0
125,10592.0
126,9502.0
127,18779.0
128,5657.802419354839
129,5657.802419354839
130,4454.0
131,3874.0
132,3219.0
133,3397.0
134,19035.0
135,5657.802419354839
136,5657.802419354839
137,12256.0
138,7002.0
139,5463.0
140,10773.0
141,5657.802419354839
142,5657.802419354839
143,5657.802419354839
144,12103.0
145,12392.0
146,12908.0
147,11994.0
148,5657.802419354839
149,5657.802419354839
150,5657.802419354839
151,6596.0
152,5388.0
153,5087.0
154,4106.0
155,9722.0
156,5657.802419354839
157,5657.802419354839
158,3287.0
159,5546.0
160,9560.0
161,11437.0
162,5657.802419354839
163,5657.802419354839
164,5657.802419354839
165,10416.0
166,10541.0
167,10263.0
168,6588.0
169,18898.0
170,5657.802419354839
171,5657.802419354839
172,4064.0
173,6614.0
174,7792.0
175,6484.0
176,13609.0
177,5657.802419354839
178,5657.802419354839
179,3493.0
180,3364.0
181,2822.0
182,3355.0
183,5657.802419354839
184,5657.802419354839
185,5657.802419354839
186,10468.0
187,9292.0
188,13553.0
189,12221.0
190,5657.802419354839
191,5657.802419354839
192,5657.802419354839
193,11099.0
194,8671.0
195,7920.0
196,0.0
197,0.0
198,5657.802419354839
199,5657.802419354839
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,5657.802419354839
206,5657.802419354839
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,5657.802419354839
213,5657.802419354839
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,5657.802419354839
220,5657.802419354839
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,5657.802419354839
227,5657.802419354839
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,5657.802419354839
234,5657.802419354839
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,5657.802419354839
241,5657.802419354839
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,5657.802419354839
248,5657.802419354839
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,5657.802419354839
255,5657.802419354839
256,0.0
257,7141.0
258,9417.0
259,8264.0
260,24013.0
261,5657.802419354839
262,5657.802419354839
263,7643.0
264,6928.0
265,7064.0
266,7196.0
267,18998.0
268,5657.802419354839
269,5657.802419354839
270,5984.0
271,4722.0
272,5516.0
273,3948.0
274,13184.0
275,5657.802419354839
276,5657.802419354839
277,1399.0
278,1167.0
279,1892.0
280,3251.0
281,15319.0
282,5657.802419354839
283,5657.802419354839
284,5656.0
285,4924.0
286,4601.0
287,4551.0
288,15042.0
289,5657.802419354839
290,5657.802419354839
291,4780.0
292,4604.0
293,4370.0
294,3496.0
295,6744.0
296,5657.802419354839
297,5657.802419354839
298,1428.0
299,1159.0
300,781.0
301,987.0
302,5557.0
303,5657.802419354839
304,5657.802419354839
305,4040.0
306,4711.0
307,5418.0
308,2106.0
309,10544.0
310,5657.802419354839
311,5657.802419354839
312,797.0
313,871.0
314,868.0
315,728.0
316,9203.0
317,5657.802419354839
318,5657.802419354839
319,2540.0
320,2094.0
321,1973.0
322,1389.0
323,2989.0
324,5657.802419354839
325,5657.802419354839
326,961.0
327,1989.0
328,3169.0
329,4233.0
330,14602.0
331,5657.802419354839
332,5657.802419354839
333,4967.0
334,5366.0
335,5334.0
336,4970.0
337,14191.0
338,5657.802419354839
339,5657.802419354839
340,4101.0
341,3793.0
342,3051.0
343,2307.0
344,4698.0
345,5657.802419354839
346,5657.802419354839
347,1238.0
348,1058.0
349,862.0
350,835.0
351,12727.0
352,5657.802419354839
353,5657.802419354839
354,4578.0
355,4727.0
356,8674.0
357,11031.0
358,5657.802419354839
359,5657.802419354839
360,5657.802419354839
361,7575.0
362,7512.0
363,9828.0
